node,num_cpus,num_gpus,CPU_GEN,GPU_SKU,IB,CPU_FRQ,GPU_GEN,CLASS,CPU_SKU,CPU_MNF,GPU_MEM,GPU_CC,GPU_BRD
sh02-10n67,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n67,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n68,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n68,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n69,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n69,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n70,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n70,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n71,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n71,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n72,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n72,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-12n03,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-12n06,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-12n07,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-12n09,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-12n10,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-12n11,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-12n12,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-12n14,20,8,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-12n15,20,8,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-12n16,20,8,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-12n17,20,8,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-13n01,20,8,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-13n02,20,8,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-13n03,20,8,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-13n04,20,8,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-13n05,20,8,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-13n06,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-13n07,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-13n08,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-13n09,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-13n15,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-14n05,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-14n06,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-14n08,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-14n11,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-15n01,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-15n02,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-15n03,20,8,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-15n04,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-15n05,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-15n06,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-15n07,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-15n08,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-15n10,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-15n12,64,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-15n13,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n01,24,8,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n02,20,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n03,20,8,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n04,64,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n07,36,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n08,24,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n08,24,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n09,24,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n09,24,4,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n10,64,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n11,36,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n12,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n13,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n14,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n15,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n16,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n17,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n18,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-16n19,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n01,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n02,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n03,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n04,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n05,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n06,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n07,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n08,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n09,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n10,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n11,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n12,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n13,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n14,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n15,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n16,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n17,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n18,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n19,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n20,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n21,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n22,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n23,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n24,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n25,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n26,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n27,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n28,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n29,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n30,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n31,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n32,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n33,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n34,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n35,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n36,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n37,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n38,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n39,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n40,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n41,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n42,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n43,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n44,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n45,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n46,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n47,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-17n48,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n01,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n02,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n03,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n04,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n05,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n06,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n07,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n08,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n10,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n11,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n12,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n13,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n14,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n15,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n17,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n18,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n19,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n20,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n21,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n22,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n23,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n24,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n25,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n26,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n27,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n28,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n29,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n30,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n31,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n32,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n33,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n34,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n35,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n36,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n37,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n38,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n39,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n40,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n41,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n42,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n43,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n44,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n45,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n46,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n47,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n48,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n49,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n50,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n51,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n52,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n53,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n54,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n55,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n56,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n57,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n58,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n59,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n60,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n61,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n62,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n63,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n64,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n65,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n66,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n67,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n68,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n69,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n70,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n71,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-02n72,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n01,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n02,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n03,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n04,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n05,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n06,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n07,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n08,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n09,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n10,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n11,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n12,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n13,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n14,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n15,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n16,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n17,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n18,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n19,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n20,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n21,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n22,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n23,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n24,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n25,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n26,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n27,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n28,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n29,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n30,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n31,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n32,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n33,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n34,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n35,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n36,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n37,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n38,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n39,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n40,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n41,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n42,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n43,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n44,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n45,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n46,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n47,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n48,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n49,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n50,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n51,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n52,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n53,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n54,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n55,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n56,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n57,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n58,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n59,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n60,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n61,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n62,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n63,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n64,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n65,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n66,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n67,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n68,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n69,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n70,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n71,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-03n72,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n01,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n02,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n03,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n04,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n05,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n06,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n07,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n08,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n09,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n10,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n11,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n12,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n13,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n14,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n15,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n16,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n17,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n18,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n19,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n20,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n21,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n22,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n23,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n24,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n25,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh03-04n26,32,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
