node,num_cpus,num_gpus,CPU_GEN,GPU_SKU,IB,CPU_FRQ,GPU_GEN,CLASS,CPU_SKU,CPU_MNF,GPU_MEM,GPU_CC,GPU_BRD
sh02-05n72,20,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n01,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n02,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n03,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n04,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n13,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n14,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n15,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n16,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n17,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n18,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n19,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n20,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n21,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n22,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n23,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n24,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n25,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n26,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n27,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n28,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n29,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n30,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n31,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n32,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n33,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n34,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n35,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n36,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n37,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n38,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n39,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n40,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n41,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n42,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n43,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n44,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n45,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n46,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n47,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n48,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n49,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n50,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n51,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n52,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n53,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n54,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n55,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-06n56,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n04,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n05,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n06,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n07,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n08,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n09,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n11,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n12,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n13,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n14,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n15,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n16,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n17,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n18,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n19,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n20,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n21,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n22,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n23,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n24,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n25,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n26,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n27,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n28,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n29,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n30,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n31,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n32,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n33,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n34,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n35,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n36,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n37,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n38,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n39,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n40,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n41,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n42,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n43,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n44,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n45,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n46,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n47,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n48,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n49,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n50,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n51,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n52,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n53,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n54,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n55,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n56,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n59,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n60,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n61,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n62,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n63,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n64,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n65,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n66,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n67,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n68,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n69,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n70,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n71,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-07n72,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n01,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n02,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n03,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n04,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n05,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n06,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n07,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n08,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n09,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n10,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n11,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n12,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n13,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n14,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n15,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n16,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n17,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n18,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n19,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n20,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n21,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n22,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n23,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n24,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n25,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n26,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n27,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n28,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n29,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n30,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n31,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n32,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n33,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n34,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n35,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n36,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n57,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n58,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n59,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n60,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n61,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n62,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n63,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n64,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n65,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n66,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n67,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n68,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n69,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n70,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n71,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-08n72,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n01,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n02,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n03,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n04,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n05,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n06,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n07,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n08,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n09,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n10,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n11,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n12,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n13,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n14,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n15,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n16,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n16,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n17,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n18,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n19,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n20,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n21,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n22,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n23,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n24,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n25,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n26,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n27,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n28,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n29,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n30,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n31,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n32,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n33,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n34,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n35,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n36,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n37,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n38,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n39,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n40,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n41,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n42,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n43,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n44,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n49,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n50,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n51,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n52,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n53,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n54,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n55,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n56,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n57,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n58,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n59,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n60,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n61,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n62,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n63,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n64,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n65,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n66,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n67,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n68,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n69,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n70,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n71,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-09n72,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n05,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n06,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n07,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n08,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n09,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n10,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n11,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n12,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n13,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n14,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n15,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n16,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n17,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n18,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n19,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n20,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n21,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n22,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n23,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n24,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n25,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n26,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n27,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n28,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n29,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n30,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n31,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n32,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n33,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n34,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n35,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n36,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n37,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n38,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n39,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n61,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n61,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n62,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n62,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n63,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n63,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n64,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n64,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n65,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n65,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n66,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
sh02-10n66,24,0,BGM,,NDR,2.25GHz,,SH4_CSCALE,9754,AMD,,,
